# Best fit model.
# chi^2=2.710200e+01.
# z_eff=0.470567.
# Parameters:   8.8106e-01   8.0168e-01   4.0120e-01   1.9265e-01   2.5189e+00   9.7549e-01
#         ell        C_l_a        C_l_x
   3.6100e+02   8.4860e-06   7.8761e-08
   3.6200e+02   8.4715e-06   7.8488e-08
   3.6300e+02   8.4571e-06   7.8218e-08
   3.6400e+02   8.4427e-06   7.7949e-08
   3.6500e+02   8.4285e-06   7.7681e-08
   3.6600e+02   8.4143e-06   7.7416e-08
   3.6700e+02   8.4003e-06   7.7152e-08
   3.6800e+02   8.3863e-06   7.6891e-08
   3.6900e+02   8.3724e-06   7.6630e-08
   3.7000e+02   8.3587e-06   7.6372e-08
   3.7100e+02   8.3450e-06   7.6116e-08
   3.7200e+02   8.3314e-06   7.5861e-08
   3.7300e+02   8.3179e-06   7.5607e-08
   3.7400e+02   8.3045e-06   7.5356e-08
   3.7500e+02   8.2912e-06   7.5106e-08
   3.7600e+02   8.2780e-06   7.4858e-08
   3.7700e+02   8.2649e-06   7.4612e-08
   3.7800e+02   8.2518e-06   7.4367e-08
   3.7900e+02   8.2389e-06   7.4124e-08
   3.8000e+02   8.2260e-06   7.3882e-08
   3.8100e+02   8.2132e-06   7.3643e-08
   3.8200e+02   8.2005e-06   7.3404e-08
   3.8300e+02   8.1879e-06   7.3168e-08
   3.8400e+02   8.1754e-06   7.2933e-08
   3.8500e+02   8.1630e-06   7.2700e-08
   3.8600e+02   8.1506e-06   7.2468e-08
   3.8700e+02   8.1383e-06   7.2238e-08
   3.8800e+02   8.1261e-06   7.2009e-08
   3.8900e+02   8.1140e-06   7.1782e-08
   3.9000e+02   8.1020e-06   7.1556e-08
   3.9100e+02   8.0901e-06   7.1332e-08
   3.9200e+02   8.0782e-06   7.1110e-08
   3.9300e+02   8.0664e-06   7.0889e-08
   3.9400e+02   8.0547e-06   7.0669e-08
   3.9500e+02   8.0430e-06   7.0452e-08
   3.9600e+02   8.0315e-06   7.0235e-08
   3.9700e+02   8.0200e-06   7.0020e-08
   3.9800e+02   8.0086e-06   6.9807e-08
   3.9900e+02   7.9972e-06   6.9594e-08
   4.0000e+02   7.9860e-06   6.9384e-08
   4.0100e+02   7.9748e-06   6.9175e-08
   4.0200e+02   7.9637e-06   6.8967e-08
   4.0300e+02   7.9526e-06   6.8760e-08
   4.0400e+02   7.9416e-06   6.8555e-08
   4.0500e+02   7.9307e-06   6.8352e-08
   4.0600e+02   7.9199e-06   6.8149e-08
   4.0700e+02   7.9091e-06   6.7948e-08
   4.0800e+02   7.8984e-06   6.7748e-08
   4.0900e+02   7.8877e-06   6.7550e-08
   4.1000e+02   7.8772e-06   6.7353e-08
   4.1100e+02   7.8666e-06   6.7157e-08
   4.1200e+02   7.8562e-06   6.6962e-08
   4.1300e+02   7.8458e-06   6.6769e-08
   4.1400e+02   7.8355e-06   6.6577e-08
   4.1500e+02   7.8252e-06   6.6386e-08
   4.1600e+02   7.8150e-06   6.6196e-08
   4.1700e+02   7.8048e-06   6.6007e-08
   4.1800e+02   7.7948e-06   6.5820e-08
   4.1900e+02   7.7847e-06   6.5634e-08
   4.2000e+02   7.7747e-06   6.5449e-08
   4.2100e+02   7.7648e-06   6.5265e-08
   4.2200e+02   7.7550e-06   6.5082e-08
   4.2300e+02   7.7451e-06   6.4900e-08
   4.2400e+02   7.7354e-06   6.4719e-08
   4.2500e+02   7.7257e-06   6.4539e-08
   4.2600e+02   7.7160e-06   6.4361e-08
