# Best fit model.
# chi^2=2.465400e+01.
# z_eff=0.783228.
# Parameters:   1.2991e+00   1.1800e+00  -3.5715e-01  -3.5563e-01   3.1430e+00   9.6186e-01
#         ell        C_l_a        C_l_x
   4.3900e+02   4.8827e-06   6.9356e-08
   4.4000e+02   4.8749e-06   6.9134e-08
   4.4100e+02   4.8672e-06   6.8913e-08
   4.4200e+02   4.8596e-06   6.8694e-08
   4.4300e+02   4.8521e-06   6.8477e-08
   4.4400e+02   4.8446e-06   6.8261e-08
   4.4500e+02   4.8372e-06   6.8048e-08
   4.4600e+02   4.8299e-06   6.7836e-08
   4.4700e+02   4.8227e-06   6.7626e-08
   4.4800e+02   4.8155e-06   6.7417e-08
   4.4900e+02   4.8084e-06   6.7210e-08
   4.5000e+02   4.8013e-06   6.7005e-08
   4.5100e+02   4.7943e-06   6.6801e-08
   4.5200e+02   4.7873e-06   6.6598e-08
   4.5300e+02   4.7805e-06   6.6398e-08
   4.5400e+02   4.7736e-06   6.6198e-08
   4.5500e+02   4.7668e-06   6.6001e-08
   4.5600e+02   4.7601e-06   6.5804e-08
   4.5700e+02   4.7534e-06   6.5609e-08
   4.5800e+02   4.7468e-06   6.5416e-08
   4.5900e+02   4.7402e-06   6.5224e-08
   4.6000e+02   4.7337e-06   6.5033e-08
   4.6100e+02   4.7272e-06   6.4844e-08
   4.6200e+02   4.7207e-06   6.4655e-08
   4.6300e+02   4.7143e-06   6.4468e-08
   4.6400e+02   4.7079e-06   6.4283e-08
   4.6500e+02   4.7016e-06   6.4098e-08
   4.6600e+02   4.6952e-06   6.3915e-08
   4.6700e+02   4.6890e-06   6.3733e-08
   4.6800e+02   4.6827e-06   6.3552e-08
   4.6900e+02   4.6765e-06   6.3372e-08
   4.7000e+02   4.6703e-06   6.3194e-08
   4.7100e+02   4.6642e-06   6.3016e-08
   4.7200e+02   4.6581e-06   6.2840e-08
   4.7300e+02   4.6520e-06   6.2664e-08
   4.7400e+02   4.6460e-06   6.2490e-08
   4.7500e+02   4.6400e-06   6.2317e-08
   4.7600e+02   4.6340e-06   6.2144e-08
   4.7700e+02   4.6280e-06   6.1973e-08
   4.7800e+02   4.6221e-06   6.1803e-08
   4.7900e+02   4.6162e-06   6.1633e-08
   4.8000e+02   4.6103e-06   6.1465e-08
   4.8100e+02   4.6044e-06   6.1297e-08
   4.8200e+02   4.5986e-06   6.1131e-08
   4.8300e+02   4.5928e-06   6.0965e-08
   4.8400e+02   4.5870e-06   6.0800e-08
   4.8500e+02   4.5813e-06   6.0636e-08
   4.8600e+02   4.5755e-06   6.0473e-08
   4.8700e+02   4.5698e-06   6.0310e-08
   4.8800e+02   4.5641e-06   6.0149e-08
   4.8900e+02   4.5584e-06   5.9988e-08
   4.9000e+02   4.5528e-06   5.9828e-08
   4.9100e+02   4.5471e-06   5.9668e-08
   4.9200e+02   4.5415e-06   5.9510e-08
   4.9300e+02   4.5359e-06   5.9352e-08
   4.9400e+02   4.5303e-06   5.9194e-08
   4.9500e+02   4.5247e-06   5.9037e-08
   4.9600e+02   4.5191e-06   5.8881e-08
   4.9700e+02   4.5136e-06   5.8726e-08
   4.9800e+02   4.5080e-06   5.8571e-08
   4.9900e+02   4.5025e-06   5.8416e-08
   5.0000e+02   4.4970e-06   5.8263e-08
   5.0100e+02   4.4915e-06   5.8109e-08
   5.0200e+02   4.4860e-06   5.7957e-08
   5.0300e+02   4.4805e-06   5.7805e-08
   5.0400e+02   4.4750e-06   5.7653e-08
   5.0500e+02   4.4696e-06   5.7502e-08
   5.0600e+02   4.4641e-06   5.7352e-08
   5.0700e+02   4.4587e-06   5.7202e-08
   5.0800e+02   4.4533e-06   5.7053e-08
   5.0900e+02   4.4479e-06   5.6904e-08
   5.1000e+02   4.4425e-06   5.6756e-08
   5.1100e+02   4.4372e-06   5.6608e-08
   5.1200e+02   4.4318e-06   5.6461e-08
   5.1300e+02   4.4265e-06   5.6315e-08
   5.1400e+02   4.4212e-06   5.6169e-08
   5.1500e+02   4.4159e-06   5.6024e-08
   5.1600e+02   4.4106e-06   5.5879e-08
   5.1700e+02   4.4053e-06   5.5735e-08
   5.1800e+02   4.4001e-06   5.5592e-08
   5.1900e+02   4.3948e-06   5.5449e-08
   5.2000e+02   4.3896e-06   5.5307e-08
   5.2100e+02   4.3844e-06   5.5165e-08
