# Best fit model.
# chi^2=2.309000e+01.
# z_eff=0.623972.
# Parameters:   9.9745e-01  -2.1636e+00  -4.7088e-01  -5.8266e+00   2.4269e+00   1.0371e+00
#         ell        C_l_a        C_l_x
   5.4600e+02   4.4094e-06   4.5677e-08
   5.4700e+02   4.4051e-06   4.5589e-08
   5.4800e+02   4.4007e-06   4.5501e-08
   5.4900e+02   4.3964e-06   4.5414e-08
   5.5000e+02   4.3922e-06   4.5327e-08
   5.5100e+02   4.3879e-06   4.5241e-08
   5.5200e+02   4.3837e-06   4.5155e-08
   5.5300e+02   4.3795e-06   4.5070e-08
   5.5400e+02   4.3753e-06   4.4985e-08
   5.5500e+02   4.3711e-06   4.4901e-08
   5.5600e+02   4.3669e-06   4.4817e-08
   5.5700e+02   4.3628e-06   4.4733e-08
   5.5800e+02   4.3587e-06   4.4651e-08
   5.5900e+02   4.3546e-06   4.4568e-08
   5.6000e+02   4.3505e-06   4.4487e-08
   5.6100e+02   4.3465e-06   4.4405e-08
   5.6200e+02   4.3424e-06   4.4324e-08
   5.6300e+02   4.3384e-06   4.4244e-08
   5.6400e+02   4.3344e-06   4.4164e-08
   5.6500e+02   4.3304e-06   4.4084e-08
   5.6600e+02   4.3265e-06   4.4005e-08
   5.6700e+02   4.3226e-06   4.3927e-08
   5.6800e+02   4.3186e-06   4.3849e-08
   5.6900e+02   4.3148e-06   4.3771e-08
   5.7000e+02   4.3109e-06   4.3694e-08
   5.7100e+02   4.3070e-06   4.3617e-08
   5.7200e+02   4.3032e-06   4.3541e-08
   5.7300e+02   4.2994e-06   4.3465e-08
   5.7400e+02   4.2956e-06   4.3389e-08
   5.7500e+02   4.2918e-06   4.3314e-08
   5.7600e+02   4.2881e-06   4.3240e-08
   5.7700e+02   4.2843e-06   4.3165e-08
   5.7800e+02   4.2806e-06   4.3092e-08
   5.7900e+02   4.2769e-06   4.3018e-08
   5.8000e+02   4.2733e-06   4.2945e-08
   5.8100e+02   4.2696e-06   4.2873e-08
   5.8200e+02   4.2660e-06   4.2801e-08
   5.8300e+02   4.2624e-06   4.2729e-08
   5.8400e+02   4.2588e-06   4.2658e-08
   5.8500e+02   4.2552e-06   4.2587e-08
   5.8600e+02   4.2516e-06   4.2517e-08
   5.8700e+02   4.2481e-06   4.2446e-08
   5.8800e+02   4.2446e-06   4.2377e-08
   5.8900e+02   4.2411e-06   4.2308e-08
   5.9000e+02   4.2376e-06   4.2239e-08
   5.9100e+02   4.2342e-06   4.2170e-08
   5.9200e+02   4.2307e-06   4.2102e-08
   5.9300e+02   4.2273e-06   4.2034e-08
   5.9400e+02   4.2239e-06   4.1967e-08
   5.9500e+02   4.2205e-06   4.1900e-08
   5.9600e+02   4.2171e-06   4.1833e-08
   5.9700e+02   4.2138e-06   4.1767e-08
   5.9800e+02   4.2104e-06   4.1701e-08
   5.9900e+02   4.2071e-06   4.1636e-08
   6.0000e+02   4.2038e-06   4.1571e-08
   6.0100e+02   4.2005e-06   4.1506e-08
   6.0200e+02   4.1972e-06   4.1442e-08
   6.0300e+02   4.1940e-06   4.1378e-08
   6.0400e+02   4.1907e-06   4.1314e-08
   6.0500e+02   4.1875e-06   4.1251e-08
   6.0600e+02   4.1843e-06   4.1188e-08
   6.0700e+02   4.1811e-06   4.1125e-08
   6.0800e+02   4.1779e-06   4.1063e-08
   6.0900e+02   4.1748e-06   4.1001e-08
   6.1000e+02   4.1716e-06   4.0939e-08
   6.1100e+02   4.1685e-06   4.0878e-08
   6.1200e+02   4.1654e-06   4.0817e-08
   6.1300e+02   4.1623e-06   4.0757e-08
   6.1400e+02   4.1592e-06   4.0696e-08
   6.1500e+02   4.1561e-06   4.0637e-08
   6.1600e+02   4.1531e-06   4.0577e-08
   6.1700e+02   4.1500e-06   4.0518e-08
   6.1800e+02   4.1470e-06   4.0459e-08
   6.1900e+02   4.1440e-06   4.0400e-08
   6.2000e+02   4.1410e-06   4.0342e-08
   6.2100e+02   4.1380e-06   4.0284e-08
   6.2200e+02   4.1350e-06   4.0226e-08
   6.2300e+02   4.1321e-06   4.0169e-08
   6.2400e+02   4.1291e-06   4.0112e-08
   6.2500e+02   4.1262e-06   4.0055e-08
   6.2600e+02   4.1233e-06   3.9998e-08
   6.2700e+02   4.1204e-06   3.9942e-08
   6.2800e+02   4.1175e-06   3.9886e-08
   6.2900e+02   4.1146e-06   3.9831e-08
   6.3000e+02   4.1117e-06   3.9775e-08
   6.3100e+02   4.1089e-06   3.9720e-08
   6.3200e+02   4.1060e-06   3.9665e-08
   6.3300e+02   4.1032e-06   3.9611e-08
   6.3400e+02   4.1004e-06   3.9557e-08
   6.3500e+02   4.0976e-06   3.9503e-08
   6.3600e+02   4.0948e-06   3.9449e-08
   6.3700e+02   4.0920e-06   3.9396e-08
   6.3800e+02   4.0892e-06   3.9343e-08
   6.3900e+02   4.0864e-06   3.9290e-08
   6.4000e+02   4.0837e-06   3.9238e-08
   6.4100e+02   4.0809e-06   3.9185e-08
   6.4200e+02   4.0782e-06   3.9133e-08
   6.4300e+02   4.0755e-06   3.9082e-08
   6.4400e+02   4.0728e-06   3.9030e-08
   6.4500e+02   4.0701e-06   3.8979e-08
   6.4600e+02   4.0674e-06   3.8928e-08
   6.4700e+02   4.0647e-06   3.8878e-08
   6.4800e+02   4.0620e-06   3.8827e-08
   6.4900e+02   4.0594e-06   3.8777e-08
   6.5000e+02   4.0567e-06   3.8727e-08
   6.5100e+02   4.0541e-06   3.8678e-08
   6.5200e+02   4.0515e-06   3.8628e-08
   6.5300e+02   4.0489e-06   3.8579e-08
   6.5400e+02   4.0463e-06   3.8530e-08
   6.5500e+02   4.0437e-06   3.8482e-08
   6.5600e+02   4.0411e-06   3.8433e-08
   6.5700e+02   4.0385e-06   3.8385e-08
   6.5800e+02   4.0359e-06   3.8337e-08
   6.5900e+02   4.0334e-06   3.8290e-08
   6.6000e+02   4.0308e-06   3.8242e-08
   6.6100e+02   4.0283e-06   3.8195e-08
   6.6200e+02   4.0258e-06   3.8148e-08
   6.6300e+02   4.0233e-06   3.8101e-08
   6.6400e+02   4.0207e-06   3.8055e-08
   6.6500e+02   4.0182e-06   3.8009e-08
   6.6600e+02   4.0158e-06   3.7963e-08
   6.6700e+02   4.0133e-06   3.7917e-08
   6.6800e+02   4.0108e-06   3.7871e-08
   6.6900e+02   4.0083e-06   3.7826e-08
   6.7000e+02   4.0059e-06   3.7781e-08
   6.7100e+02   4.0034e-06   3.7736e-08
   6.7200e+02   4.0010e-06   3.7691e-08
   6.7300e+02   3.9986e-06   3.7647e-08
   6.7400e+02   3.9961e-06   3.7602e-08
   6.7500e+02   3.9937e-06   3.7558e-08
   6.7600e+02   3.9913e-06   3.7515e-08
   6.7700e+02   3.9889e-06   3.7471e-08
   6.7800e+02   3.9865e-06   3.7428e-08
   6.7900e+02   3.9841e-06   3.7384e-08
   6.8000e+02   3.9818e-06   3.7341e-08
   6.8100e+02   3.9794e-06   3.7299e-08
   6.8200e+02   3.9770e-06   3.7256e-08
   6.8300e+02   3.9747e-06   3.7214e-08
   6.8400e+02   3.9723e-06   3.7171e-08
   6.8500e+02   3.9700e-06   3.7130e-08
   6.8600e+02   3.9677e-06   3.7088e-08
   6.8700e+02   3.9654e-06   3.7046e-08
   6.8800e+02   3.9630e-06   3.7005e-08
   6.8900e+02   3.9607e-06   3.6964e-08
   6.9000e+02   3.9584e-06   3.6923e-08
   6.9100e+02   3.9561e-06   3.6882e-08
   6.9200e+02   3.9539e-06   3.6841e-08
   6.9300e+02   3.9516e-06   3.6801e-08
   6.9400e+02   3.9493e-06   3.6761e-08
   6.9500e+02   3.9471e-06   3.6721e-08
   6.9600e+02   3.9448e-06   3.6681e-08
   6.9700e+02   3.9426e-06   3.6642e-08
   6.9800e+02   3.9403e-06   3.6603e-08
   6.9900e+02   3.9381e-06   3.6563e-08
   7.0000e+02   3.9359e-06   3.6524e-08
   7.0100e+02   3.9337e-06   3.6486e-08
   7.0200e+02   3.9315e-06   3.6447e-08
   7.0300e+02   3.9293e-06   3.6409e-08
   7.0400e+02   3.9271e-06   3.6371e-08
   7.0500e+02   3.9249e-06   3.6333e-08
   7.0600e+02   3.9227e-06   3.6295e-08
   7.0700e+02   3.9206e-06   3.6258e-08
   7.0800e+02   3.9184e-06   3.6220e-08
   7.0900e+02   3.9163e-06   3.6183e-08
   7.1000e+02   3.9141e-06   3.6146e-08
   7.1100e+02   3.9120e-06   3.6109e-08
   7.1200e+02   3.9099e-06   3.6073e-08
   7.1300e+02   3.9077e-06   3.6036e-08
   7.1400e+02   3.9056e-06   3.6000e-08
   7.1500e+02   3.9035e-06   3.5964e-08
   7.1600e+02   3.9014e-06   3.5929e-08
   7.1700e+02   3.8994e-06   3.5893e-08
   7.1800e+02   3.8973e-06   3.5858e-08
   7.1900e+02   3.8952e-06   3.5822e-08
   7.2000e+02   3.8931e-06   3.5787e-08
   7.2100e+02   3.8911e-06   3.5753e-08
   7.2200e+02   3.8890e-06   3.5718e-08
   7.2300e+02   3.8870e-06   3.5684e-08
   7.2400e+02   3.8850e-06   3.5649e-08
   7.2500e+02   3.8829e-06   3.5615e-08
   7.2600e+02   3.8809e-06   3.5582e-08
   7.2700e+02   3.8789e-06   3.5548e-08
   7.2800e+02   3.8769e-06   3.5514e-08
   7.2900e+02   3.8749e-06   3.5481e-08
   7.3000e+02   3.8729e-06   3.5448e-08
   7.3100e+02   3.8710e-06   3.5415e-08
   7.3200e+02   3.8690e-06   3.5382e-08
   7.3300e+02   3.8670e-06   3.5350e-08
   7.3400e+02   3.8651e-06   3.5318e-08
   7.3500e+02   3.8631e-06   3.5286e-08
   7.3600e+02   3.8612e-06   3.5254e-08
   7.3700e+02   3.8593e-06   3.5222e-08
   7.3800e+02   3.8573e-06   3.5190e-08
   7.3900e+02   3.8554e-06   3.5159e-08
   7.4000e+02   3.8535e-06   3.5128e-08
   7.4100e+02   3.8516e-06   3.5097e-08
   7.4200e+02   3.8497e-06   3.5066e-08
   7.4300e+02   3.8479e-06   3.5035e-08
   7.4400e+02   3.8460e-06   3.5005e-08
   7.4500e+02   3.8441e-06   3.4974e-08
   7.4600e+02   3.8423e-06   3.4944e-08
   7.4700e+02   3.8404e-06   3.4914e-08
   7.4800e+02   3.8386e-06   3.4885e-08
   7.4900e+02   3.8367e-06   3.4855e-08
   7.5000e+02   3.8349e-06   3.4826e-08
   7.5100e+02   3.8331e-06   3.4797e-08
   7.5200e+02   3.8313e-06   3.4768e-08
   7.5300e+02   3.8295e-06   3.4739e-08
   7.5400e+02   3.8277e-06   3.4710e-08
   7.5500e+02   3.8259e-06   3.4682e-08
   7.5600e+02   3.8241e-06   3.4653e-08
   7.5700e+02   3.8223e-06   3.4625e-08
   7.5800e+02   3.8206e-06   3.4597e-08
   7.5900e+02   3.8188e-06   3.4569e-08
   7.6000e+02   3.8171e-06   3.4542e-08
   7.6100e+02   3.8153e-06   3.4514e-08
   7.6200e+02   3.8136e-06   3.4487e-08
   7.6300e+02   3.8119e-06   3.4460e-08
   7.6400e+02   3.8102e-06   3.4433e-08
   7.6500e+02   3.8084e-06   3.4406e-08
   7.6600e+02   3.8067e-06   3.4380e-08
   7.6700e+02   3.8051e-06   3.4353e-08
   7.6800e+02   3.8034e-06   3.4327e-08
   7.6900e+02   3.8017e-06   3.4301e-08
   7.7000e+02   3.8000e-06   3.4275e-08
   7.7100e+02   3.7984e-06   3.4249e-08
   7.7200e+02   3.7967e-06   3.4224e-08
   7.7300e+02   3.7951e-06   3.4198e-08
   7.7400e+02   3.7934e-06   3.4173e-08
   7.7500e+02   3.7918e-06   3.4148e-08
   7.7600e+02   3.7902e-06   3.4123e-08
   7.7700e+02   3.7886e-06   3.4098e-08
   7.7800e+02   3.7870e-06   3.4073e-08
   7.7900e+02   3.7854e-06   3.4049e-08
   7.8000e+02   3.7838e-06   3.4025e-08
   7.8100e+02   3.7822e-06   3.4001e-08
   7.8200e+02   3.7806e-06   3.3977e-08
   7.8300e+02   3.7791e-06   3.3953e-08
   7.8400e+02   3.7775e-06   3.3929e-08
   7.8500e+02   3.7760e-06   3.3906e-08
   7.8600e+02   3.7744e-06   3.3882e-08
   7.8700e+02   3.7729e-06   3.3859e-08
   7.8800e+02   3.7714e-06   3.3836e-08
   7.8900e+02   3.7699e-06   3.3813e-08
   7.9000e+02   3.7684e-06   3.3791e-08
   7.9100e+02   3.7669e-06   3.3768e-08
   7.9200e+02   3.7654e-06   3.3746e-08
   7.9300e+02   3.7639e-06   3.3723e-08
   7.9400e+02   3.7624e-06   3.3701e-08
   7.9500e+02   3.7610e-06   3.3679e-08
   7.9600e+02   3.7595e-06   3.3657e-08
   7.9700e+02   3.7581e-06   3.3636e-08
   7.9800e+02   3.7566e-06   3.3614e-08
   7.9900e+02   3.7552e-06   3.3593e-08
   8.0000e+02   3.7537e-06   3.3572e-08
   8.0100e+02   3.7523e-06   3.3551e-08
   8.0200e+02   3.7509e-06   3.3530e-08
   8.0300e+02   3.7495e-06   3.3509e-08
   8.0400e+02   3.7481e-06   3.3488e-08
   8.0500e+02   3.7467e-06   3.3468e-08
   8.0600e+02   3.7453e-06   3.3447e-08
   8.0700e+02   3.7440e-06   3.3427e-08
   8.0800e+02   3.7426e-06   3.3407e-08
   8.0900e+02   3.7412e-06   3.3387e-08
   8.1000e+02   3.7399e-06   3.3367e-08
   8.1100e+02   3.7385e-06   3.3348e-08
   8.1200e+02   3.7372e-06   3.3328e-08
   8.1300e+02   3.7358e-06   3.3309e-08
   8.1400e+02   3.7345e-06   3.3290e-08
   8.1500e+02   3.7332e-06   3.3270e-08
   8.1600e+02   3.7319e-06   3.3251e-08
   8.1700e+02   3.7306e-06   3.3233e-08
   8.1800e+02   3.7293e-06   3.3214e-08
   8.1900e+02   3.7280e-06   3.3195e-08
   8.2000e+02   3.7267e-06   3.3177e-08
   8.2100e+02   3.7254e-06   3.3158e-08
   8.2200e+02   3.7241e-06   3.3140e-08
   8.2300e+02   3.7228e-06   3.3122e-08
   8.2400e+02   3.7216e-06   3.3104e-08
   8.2500e+02   3.7203e-06   3.3086e-08
   8.2600e+02   3.7191e-06   3.3068e-08
   8.2700e+02   3.7178e-06   3.3051e-08
   8.2800e+02   3.7166e-06   3.3033e-08
   8.2900e+02   3.7153e-06   3.3016e-08
   8.3000e+02   3.7141e-06   3.2999e-08
   8.3100e+02   3.7129e-06   3.2982e-08
   8.3200e+02   3.7116e-06   3.2964e-08
   8.3300e+02   3.7104e-06   3.2948e-08
   8.3400e+02   3.7092e-06   3.2931e-08
   8.3500e+02   3.7080e-06   3.2914e-08
   8.3600e+02   3.7068e-06   3.2898e-08
   8.3700e+02   3.7056e-06   3.2881e-08
   8.3800e+02   3.7044e-06   3.2865e-08
   8.3900e+02   3.7032e-06   3.2849e-08
   8.4000e+02   3.7021e-06   3.2832e-08
   8.4100e+02   3.7009e-06   3.2816e-08
   8.4200e+02   3.6997e-06   3.2801e-08
   8.4300e+02   3.6986e-06   3.2785e-08
   8.4400e+02   3.6974e-06   3.2769e-08
   8.4500e+02   3.6962e-06   3.2753e-08
   8.4600e+02   3.6951e-06   3.2738e-08
   8.4700e+02   3.6939e-06   3.2723e-08
   8.4800e+02   3.6928e-06   3.2707e-08
   8.4900e+02   3.6917e-06   3.2692e-08
   8.5000e+02   3.6905e-06   3.2677e-08
   8.5100e+02   3.6894e-06   3.2662e-08
   8.5200e+02   3.6883e-06   3.2647e-08
   8.5300e+02   3.6872e-06   3.2632e-08
   8.5400e+02   3.6860e-06   3.2618e-08
   8.5500e+02   3.6849e-06   3.2603e-08
   8.5600e+02   3.6838e-06   3.2589e-08
   8.5700e+02   3.6827e-06   3.2574e-08
   8.5800e+02   3.6816e-06   3.2560e-08
   8.5900e+02   3.6805e-06   3.2546e-08
   8.6000e+02   3.6794e-06   3.2532e-08
   8.6100e+02   3.6783e-06   3.2518e-08
   8.6200e+02   3.6773e-06   3.2504e-08
   8.6300e+02   3.6762e-06   3.2490e-08
   8.6400e+02   3.6751e-06   3.2476e-08
   8.6500e+02   3.6740e-06   3.2463e-08
   8.6600e+02   3.6729e-06   3.2449e-08
   8.6700e+02   3.6719e-06   3.2436e-08
   8.6800e+02   3.6708e-06   3.2422e-08
   8.6900e+02   3.6698e-06   3.2409e-08
   8.7000e+02   3.6687e-06   3.2396e-08
   8.7100e+02   3.6676e-06   3.2383e-08
   8.7200e+02   3.6666e-06   3.2370e-08
   8.7300e+02   3.6655e-06   3.2357e-08
   8.7400e+02   3.6645e-06   3.2344e-08
   8.7500e+02   3.6635e-06   3.2331e-08
   8.7600e+02   3.6624e-06   3.2318e-08
   8.7700e+02   3.6614e-06   3.2306e-08
   8.7800e+02   3.6603e-06   3.2293e-08
   8.7900e+02   3.6593e-06   3.2281e-08
   8.8000e+02   3.6583e-06   3.2268e-08
   8.8100e+02   3.6573e-06   3.2256e-08
   8.8200e+02   3.6562e-06   3.2244e-08
   8.8300e+02   3.6552e-06   3.2232e-08
   8.8400e+02   3.6542e-06   3.2220e-08
   8.8500e+02   3.6532e-06   3.2208e-08
   8.8600e+02   3.6522e-06   3.2196e-08
   8.8700e+02   3.6512e-06   3.2184e-08
   8.8800e+02   3.6501e-06   3.2172e-08
   8.8900e+02   3.6491e-06   3.2161e-08
   8.9000e+02   3.6481e-06   3.2149e-08
   8.9100e+02   3.6471e-06   3.2138e-08
   8.9200e+02   3.6461e-06   3.2126e-08
   8.9300e+02   3.6451e-06   3.2115e-08
   8.9400e+02   3.6441e-06   3.2104e-08
   8.9500e+02   3.6431e-06   3.2092e-08
   8.9600e+02   3.6422e-06   3.2081e-08
   8.9700e+02   3.6412e-06   3.2070e-08
   8.9800e+02   3.6402e-06   3.2059e-08
   8.9900e+02   3.6392e-06   3.2048e-08
   9.0000e+02   3.6382e-06   3.2038e-08
   9.0100e+02   3.6372e-06   3.2027e-08
   9.0200e+02   3.6362e-06   3.2016e-08
   9.0300e+02   3.6353e-06   3.2005e-08
   9.0400e+02   3.6343e-06   3.1995e-08
   9.0500e+02   3.6333e-06   3.1984e-08
   9.0600e+02   3.6323e-06   3.1974e-08
   9.0700e+02   3.6314e-06   3.1964e-08
   9.0800e+02   3.6304e-06   3.1953e-08
   9.0900e+02   3.6294e-06   3.1943e-08
   9.1000e+02   3.6284e-06   3.1933e-08
   9.1100e+02   3.6275e-06   3.1923e-08
   9.1200e+02   3.6265e-06   3.1913e-08
   9.1300e+02   3.6255e-06   3.1903e-08
   9.1400e+02   3.6246e-06   3.1893e-08
   9.1500e+02   3.6236e-06   3.1883e-08
   9.1600e+02   3.6226e-06   3.1873e-08
   9.1700e+02   3.6217e-06   3.1863e-08
   9.1800e+02   3.6207e-06   3.1854e-08
   9.1900e+02   3.6198e-06   3.1844e-08
   9.2000e+02   3.6188e-06   3.1835e-08
   9.2100e+02   3.6178e-06   3.1825e-08
   9.2200e+02   3.6169e-06   3.1816e-08
   9.2300e+02   3.6159e-06   3.1806e-08
   9.2400e+02   3.6150e-06   3.1797e-08
   9.2500e+02   3.6140e-06   3.1788e-08
   9.2600e+02   3.6130e-06   3.1778e-08
   9.2700e+02   3.6121e-06   3.1769e-08
   9.2800e+02   3.6111e-06   3.1760e-08
   9.2900e+02   3.6102e-06   3.1751e-08
   9.3000e+02   3.6092e-06   3.1742e-08
   9.3100e+02   3.6083e-06   3.1733e-08
   9.3200e+02   3.6073e-06   3.1724e-08
   9.3300e+02   3.6064e-06   3.1716e-08
   9.3400e+02   3.6054e-06   3.1707e-08
   9.3500e+02   3.6045e-06   3.1698e-08
   9.3600e+02   3.6035e-06   3.1690e-08
   9.3700e+02   3.6026e-06   3.1681e-08
   9.3800e+02   3.6016e-06   3.1672e-08
   9.3900e+02   3.6007e-06   3.1664e-08
   9.4000e+02   3.5997e-06   3.1656e-08
   9.4100e+02   3.5988e-06   3.1647e-08
   9.4200e+02   3.5978e-06   3.1639e-08
   9.4300e+02   3.5969e-06   3.1631e-08
   9.4400e+02   3.5960e-06   3.1623e-08
   9.4500e+02   3.5950e-06   3.1614e-08
   9.4600e+02   3.5941e-06   3.1606e-08
   9.4700e+02   3.5932e-06   3.1598e-08
   9.4800e+02   3.5922e-06   3.1590e-08
   9.4900e+02   3.5913e-06   3.1583e-08
   9.5000e+02   3.5904e-06   3.1575e-08
   9.5100e+02   3.5894e-06   3.1567e-08
   9.5200e+02   3.5885e-06   3.1559e-08
   9.5300e+02   3.5876e-06   3.1552e-08
   9.5400e+02   3.5867e-06   3.1544e-08
   9.5500e+02   3.5857e-06   3.1536e-08
   9.5600e+02   3.5848e-06   3.1529e-08
   9.5700e+02   3.5839e-06   3.1521e-08
   9.5800e+02   3.5830e-06   3.1514e-08
   9.5900e+02   3.5821e-06   3.1507e-08
   9.6000e+02   3.5811e-06   3.1500e-08
   9.6100e+02   3.5802e-06   3.1492e-08
   9.6200e+02   3.5793e-06   3.1485e-08
   9.6300e+02   3.5784e-06   3.1478e-08
   9.6400e+02   3.5775e-06   3.1471e-08
   9.6500e+02   3.5766e-06   3.1464e-08
   9.6600e+02   3.5757e-06   3.1457e-08
   9.6700e+02   3.5748e-06   3.1450e-08
   9.6800e+02   3.5739e-06   3.1444e-08
   9.6900e+02   3.5730e-06   3.1437e-08
   9.7000e+02   3.5721e-06   3.1430e-08
   9.7100e+02   3.5712e-06   3.1424e-08
   9.7200e+02   3.5703e-06   3.1417e-08
   9.7300e+02   3.5694e-06   3.1411e-08
   9.7400e+02   3.5685e-06   3.1404e-08
   9.7500e+02   3.5677e-06   3.1398e-08
   9.7600e+02   3.5668e-06   3.1391e-08
   9.7700e+02   3.5659e-06   3.1385e-08
   9.7800e+02   3.5650e-06   3.1379e-08
   9.7900e+02   3.5641e-06   3.1373e-08
   9.8000e+02   3.5633e-06   3.1367e-08
   9.8100e+02   3.5624e-06   3.1361e-08
   9.8200e+02   3.5615e-06   3.1355e-08
   9.8300e+02   3.5607e-06   3.1349e-08
   9.8400e+02   3.5598e-06   3.1343e-08
   9.8500e+02   3.5589e-06   3.1337e-08
   9.8600e+02   3.5581e-06   3.1331e-08
   9.8700e+02   3.5572e-06   3.1326e-08
   9.8800e+02   3.5564e-06   3.1320e-08
   9.8900e+02   3.5555e-06   3.1314e-08
   9.9000e+02   3.5547e-06   3.1309e-08
   9.9100e+02   3.5538e-06   3.1303e-08
   9.9200e+02   3.5530e-06   3.1298e-08
   9.9300e+02   3.5521e-06   3.1293e-08
   9.9400e+02   3.5513e-06   3.1287e-08
   9.9500e+02   3.5505e-06   3.1282e-08
   9.9600e+02   3.5496e-06   3.1277e-08
   9.9700e+02   3.5488e-06   3.1272e-08
   9.9800e+02   3.5480e-06   3.1267e-08
   9.9900e+02   3.5472e-06   3.1262e-08
   1.0000e+03   3.5464e-06   3.1257e-08
   1.0010e+03   3.5455e-06   3.1252e-08
   1.0020e+03   3.5447e-06   3.1247e-08
   1.0030e+03   3.5439e-06   3.1242e-08
   1.0040e+03   3.5431e-06   3.1238e-08
   1.0050e+03   3.5423e-06   3.1233e-08
   1.0060e+03   3.5415e-06   3.1228e-08
   1.0070e+03   3.5407e-06   3.1224e-08
   1.0080e+03   3.5399e-06   3.1219e-08
   1.0090e+03   3.5391e-06   3.1215e-08
   1.0100e+03   3.5383e-06   3.1211e-08
   1.0110e+03   3.5375e-06   3.1206e-08
   1.0120e+03   3.5367e-06   3.1202e-08
   1.0130e+03   3.5360e-06   3.1198e-08
   1.0140e+03   3.5352e-06   3.1194e-08
   1.0150e+03   3.5344e-06   3.1189e-08
   1.0160e+03   3.5336e-06   3.1185e-08
   1.0170e+03   3.5329e-06   3.1181e-08
   1.0180e+03   3.5321e-06   3.1178e-08
   1.0190e+03   3.5313e-06   3.1174e-08
   1.0200e+03   3.5306e-06   3.1170e-08
   1.0210e+03   3.5298e-06   3.1166e-08
   1.0220e+03   3.5290e-06   3.1162e-08
   1.0230e+03   3.5283e-06   3.1159e-08
   1.0240e+03   3.5275e-06   3.1155e-08
   1.0250e+03   3.5268e-06   3.1152e-08
   1.0260e+03   3.5260e-06   3.1148e-08
   1.0270e+03   3.5253e-06   3.1145e-08
   1.0280e+03   3.5246e-06   3.1141e-08
   1.0290e+03   3.5238e-06   3.1138e-08
   1.0300e+03   3.5231e-06   3.1135e-08
   1.0310e+03   3.5224e-06   3.1132e-08
   1.0320e+03   3.5216e-06   3.1128e-08
   1.0330e+03   3.5209e-06   3.1125e-08
   1.0340e+03   3.5202e-06   3.1122e-08
   1.0350e+03   3.5195e-06   3.1119e-08
   1.0360e+03   3.5187e-06   3.1116e-08
   1.0370e+03   3.5180e-06   3.1113e-08
   1.0380e+03   3.5173e-06   3.1111e-08
   1.0390e+03   3.5166e-06   3.1108e-08
   1.0400e+03   3.5159e-06   3.1105e-08
   1.0410e+03   3.5152e-06   3.1102e-08
   1.0420e+03   3.5145e-06   3.1100e-08
   1.0430e+03   3.5138e-06   3.1097e-08
   1.0440e+03   3.5131e-06   3.1095e-08
   1.0450e+03   3.5124e-06   3.1092e-08
   1.0460e+03   3.5117e-06   3.1090e-08
   1.0470e+03   3.5110e-06   3.1088e-08
   1.0480e+03   3.5104e-06   3.1085e-08
   1.0490e+03   3.5097e-06   3.1083e-08
   1.0500e+03   3.5090e-06   3.1081e-08
   1.0510e+03   3.5083e-06   3.1079e-08
   1.0520e+03   3.5077e-06   3.1077e-08
   1.0530e+03   3.5070e-06   3.1075e-08
   1.0540e+03   3.5063e-06   3.1073e-08
   1.0550e+03   3.5057e-06   3.1071e-08
   1.0560e+03   3.5050e-06   3.1069e-08
   1.0570e+03   3.5043e-06   3.1067e-08
   1.0580e+03   3.5037e-06   3.1065e-08
   1.0590e+03   3.5030e-06   3.1064e-08
   1.0600e+03   3.5024e-06   3.1062e-08
   1.0610e+03   3.5018e-06   3.1060e-08
   1.0620e+03   3.5011e-06   3.1059e-08
   1.0630e+03   3.5005e-06   3.1057e-08
   1.0640e+03   3.4998e-06   3.1056e-08
   1.0650e+03   3.4992e-06   3.1054e-08
   1.0660e+03   3.4986e-06   3.1053e-08
   1.0670e+03   3.4979e-06   3.1052e-08
   1.0680e+03   3.4973e-06   3.1051e-08
   1.0690e+03   3.4967e-06   3.1049e-08
   1.0700e+03   3.4961e-06   3.1048e-08
   1.0710e+03   3.4955e-06   3.1047e-08
   1.0720e+03   3.4948e-06   3.1046e-08
   1.0730e+03   3.4942e-06   3.1045e-08
   1.0740e+03   3.4936e-06   3.1044e-08
   1.0750e+03   3.4930e-06   3.1043e-08
   1.0760e+03   3.4924e-06   3.1042e-08
   1.0770e+03   3.4918e-06   3.1042e-08
   1.0780e+03   3.4912e-06   3.1041e-08
   1.0790e+03   3.4906e-06   3.1040e-08
   1.0800e+03   3.4900e-06   3.1040e-08
   1.0810e+03   3.4894e-06   3.1039e-08
   1.0820e+03   3.4889e-06   3.1038e-08
   1.0830e+03   3.4883e-06   3.1038e-08
   1.0840e+03   3.4877e-06   3.1038e-08
   1.0850e+03   3.4871e-06   3.1037e-08
   1.0860e+03   3.4865e-06   3.1037e-08
   1.0870e+03   3.4860e-06   3.1037e-08
   1.0880e+03   3.4854e-06   3.1036e-08
   1.0890e+03   3.4848e-06   3.1036e-08
   1.0900e+03   3.4843e-06   3.1036e-08
   1.0910e+03   3.4837e-06   3.1036e-08
   1.0920e+03   3.4831e-06   3.1036e-08
   1.0930e+03   3.4826e-06   3.1036e-08
   1.0940e+03   3.4820e-06   3.1036e-08
   1.0950e+03   3.4815e-06   3.1036e-08
   1.0960e+03   3.4809e-06   3.1036e-08
   1.0970e+03   3.4804e-06   3.1036e-08
   1.0980e+03   3.4798e-06   3.1036e-08
   1.0990e+03   3.4793e-06   3.1037e-08
   1.1000e+03   3.4787e-06   3.1037e-08
