log10rho0,xck,betak,Ak2h,P0,alphat,betat,At2h
2.6+0.4−0.3,0.6 ± 0.3,2.6+1.0−0.6,1.1+0.8−0.7,2.0+2.0−0.8,0.8+0.3−0.2,2.6+1.0−0.7,0.7+0.8−0.4
