,RApArcmin,pz1_act_dr5_f90,pz1_act_dr5_f90_err,pz1_act_dr5_f150,pz1_act_dr5_f150_err,pz2_act_dr5_f90,pz2_act_dr5_f90_err,pz2_act_dr5_f150,pz2_act_dr5_f150_err,pz3_act_dr5_f90,pz3_act_dr5_f90_err,pz3_act_dr5_f150,pz3_act_dr5_f150_err,pz4_act_dr5_f90,pz4_act_dr5_f90_err,pz4_act_dr5_f150,pz4_act_dr5_f150_err
0,2.0,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08,1.827898945985072e-07,4.220761126565737e-08
1,2.5,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08,2.792278152905568e-07,6.817299771047321e-08
2,3.0,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07,4.503522649300662e-07,1.0692162614977394e-07
3,3.5,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07,6.564279518895184e-07,1.69568466277765e-07
4,4.0,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07,8.062907843735799e-07,2.513638082357164e-07
5,4.5,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07,8.438230342760649e-07,3.58920219940048e-07
6,5.0,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07,1.0158191148454585e-06,4.907358444465165e-07
7,5.5,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07,1.159800379863111e-06,6.550830893593453e-07
8,6.0,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07,1.4392803124558705e-06,8.427291378159887e-07
